,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL
365,DE,2190,"Dover, DE MSA",13-1111,Management analysts,,110,7.6,24.55,51060,2.0,18.27,20.33,23.70,27.37,33.61,38000,42280,49290,56940,69920,
366,DE,2190,"Dover, DE MSA",13-2051,Financial analysts,,50,8.0,31.55,65630,12.1,19.23,22.14,26.70,33.19,42.58,40000,46050,55540,69040,88560,
367,DE,2190,"Dover, DE MSA",15-1051,Computer systems analysts,,50,41.5,21.57,44870,5.7,13.55,17.21,19.82,27.12,32.97,28180,35800,41230,56410,68580,
368,DE,2190,"Dover, DE MSA",19-3021,Market research analysts,,30,32.0,19.7,40970,8.8,12.06,14.18,19.25,23.50,30.16,25090,29500,40040,48870,62730,
369,DE,9160,"Wilmington-Newark, DE-MD PMSA",13-1111,Management analysts,,1440,22.0,34.71,72200,8.1,18.5,22.24,28.79,50.01,57.18,38470,46260,59870,104020,118940,
370,DE,9160,"Wilmington-Newark, DE-MD PMSA",13-2031,Budget analysts,,110,15.0,28.31,58880,3.3,20.05,22.59,27.39,33.50,39.45,41700,46990,56960,69690,82050,
371,DE,9160,"Wilmington-Newark, DE-MD PMSA",15-1051,Computer systems analysts,,890,40.8,33.97,70660,4.0,22.41,26.6,34.34,40.91,44.77,46610,55330,71420,85090,93110,
372,DE,9160,"Wilmington-Newark, DE-MD PMSA",15-1081,Network systems and data communications analysts,,480,16.1,31.71,65950,4.1,17.68,24.63,32.99,40.24,44.53,36780,51230,68620,83700,92620,
373,DE,9160,"Wilmington-Newark, DE-MD PMSA",27-3020,"News analysts, reporters and correspondents",,120,30.0,16.02,33330,9.1,9.02,10.21,12.39,16.19,26.17,18760,21230,25770,33680,54440,
374,FL,2020,"Daytona Beach, FL MSA",13-1111,Management analysts,,270,18.5,33.85,70410,11.6,17.67,21.25,26.80,32.94,59.42,36750,44200,55750,68510,123600,
375,FL,2020,"Daytona Beach, FL MSA",13-2031,Budget analysts,,30,13.1,22.28,46340,2.4,15.05,18.65,22.23,26.61,29.79,31290,38790,46230,55360,61970,
376,FL,2020,"Daytona Beach, FL MSA",15-1051,Computer systems analysts,,370,29.1,25.14,52290,8.8,17.24,18.67,21.01,28.92,36.05,35860,38840,43710,60140,74980,
377,FL,2020,"Daytona Beach, FL MSA",15-1081,Network systems and data communications analysts,,110,23.8,26.63,55390,7.2,15.38,18.01,21.09,30.02,44.12,31990,37450,43860,62440,91760,
378,FL,2020,"Daytona Beach, FL MSA",15-2031,Operations research analysts,,40,33.2,34.23,71190,10.2,15.99,19.49,26.67,49.82,66.26,33260,40530,55460,103620,137820,
379,FL,2020,"Daytona Beach, FL MSA",19-3021,Market research analysts,,100,30.2,36.99,76940,14.4,16.1,20.37,30.29,60.05,66.55,33480,42370,63010,124900,138420,
380,FL,2020,"Daytona Beach, FL MSA",27-3020,"News analysts, reporters and correspondents",,80,43.9,17.61,36630,12.2,6.83,10.16,17.95,23.38,27.71,14200,21130,37330,48620,57630,
381,FL,2680,"Fort Lauderdale, FL PMSA",13-1111,Management analysts,,2800,24.0,30.1,62610,6.9,16.4,19.88,25.17,31.88,49.33,34110,41350,52360,66320,102600,
382,FL,2680,"Fort Lauderdale, FL PMSA",13-2031,Budget analysts,,240,7.0,23.3,48460,2.9,16.05,18.15,21.54,26.60,33.32,33380,37750,44800,55320,69300,
383,FL,2680,"Fort Lauderdale, FL PMSA",13-2041,Credit analysts,,520,25.9,33.22,69090,6.3,16.25,19.99,27.73,42.86,62.85,33790,41580,57680,89150,130730,
384,FL,2680,"Fort Lauderdale, FL PMSA",13-2051,Financial analysts,,1580,34.3,21.79,45330,7.7,5.98,12.44,20.28,31.07,36.62,12430,25870,42190,64640,76170,
385,FL,2680,"Fort Lauderdale, FL PMSA",15-1051,Computer systems analysts,,2380,11.6,29.59,61550,4.7,15.2,20.3,28.09,36.44,44.36,31620,42230,58430,75790,92280,
386,FL,2680,"Fort Lauderdale, FL PMSA",15-1081,Network systems and data communications analysts,,2110,34.9,29.07,60470,3.4,18.34,25.21,30.41,33.65,35.64,38150,52440,63260,69990,74130,
387,FL,2680,"Fort Lauderdale, FL PMSA",15-2031,Operations research analysts,,300,31.8,22.45,46700,2.7,14.72,17.93,22.90,26.82,30.50,30610,37290,47630,55780,63450,
388,FL,2680,"Fort Lauderdale, FL PMSA",19-3021,Market research analysts,,480,13.8,25.87,53800,3.2,14.04,16.87,22.97,33.25,42.06,29210,35100,47780,69160,87490,
389,FL,2680,"Fort Lauderdale, FL PMSA",27-3020,"News analysts, reporters and correspondents",,190,23.4,21.88,45520,22.1,8.84,11.28,22.17,28.12,39.99,18380,23470,46120,58490,83170,
390,FL,2700,"Fort Myers-Cape Coral, FL MSA",13-1111,Management analysts,,470,31.3,32.33,67250,10.2,16.49,23.54,29.11,33.82,64.74,34310,48960,60550,70340,134660,
391,FL,2700,"Fort Myers-Cape Coral, FL MSA",13-2031,Budget analysts,,50,11.9,22.73,47280,2.1,15.93,18.55,21.48,26.58,32.57,33130,38590,44680,55290,67750,
392,FL,2700,"Fort Myers-Cape Coral, FL MSA",13-2041,Credit analysts,,50,35.2,33.57,69820,14.0,13.21,19.55,29.29,42.78,59.77,27480,40670,60910,88980,124320,
393,FL,2700,"Fort Myers-Cape Coral, FL MSA",13-2051,Financial analysts,,50,23.1,32.28,67140,9.7,19.68,22.12,27.19,39.42,60.02,40930,46010,56560,82000,124830,
394,FL,2700,"Fort Myers-Cape Coral, FL MSA",15-1051,Computer systems analysts,,190,21.4,25.67,53400,2.8,16.68,19.8,24.60,30.13,35.41,34700,41180,51170,62660,73660,
395,FL,2700,"Fort Myers-Cape Coral, FL MSA",15-1081,Network systems and data communications analysts,,150,12.3,23.26,48370,5.2,13.47,15.75,22.28,27.68,37.47,28030,32770,46330,57580,77940,
396,FL,2700,"Fort Myers-Cape Coral, FL MSA",15-2031,Operations research analysts,,50,6.6,17.94,37320,4.8,11.67,12.98,16.31,20.74,29.12,24270,27000,33930,43130,60580,
397,FL,2700,"Fort Myers-Cape Coral, FL MSA",19-3021,Market research analysts,,160,33.4,21.64,45000,6.6,13.97,17.76,19.79,22.08,33.02,29050,36940,41170,45920,68690,
398,FL,2710,"Fort Pierce-Port St. Lucie, FL MSA",13-1111,Management analysts,,290,16.0,34.81,72400,7.1,17.94,23.87,30.29,41.28,56.00,37320,49640,62990,85860,116470,
399,FL,2710,"Fort Pierce-Port St. Lucie, FL MSA",13-2031,Budget analysts,,30,16.3,23.07,47980,3.9,15.85,17.99,22.74,27.18,31.33,32970,37420,47300,56540,65160,
400,FL,2710,"Fort Pierce-Port St. Lucie, FL MSA",13-2041,Credit analysts,,50,22.5,28.22,58700,15.7,14.63,18.11,22.11,27.25,51.97,30430,37670,45990,56680,108090,
401,FL,2710,"Fort Pierce-Port St. Lucie, FL MSA",13-2051,Financial analysts,,70,44.4,24.62,51200,6.6,18.63,20.33,22.85,26.99,33.74,38760,42280,47520,56150,70170,
402,FL,2710,"Fort Pierce-Port St. Lucie, FL MSA",15-1051,Computer systems analysts,,200,16.4,27.19,56550,5.6,17.68,20.45,24.60,30.06,44.09,36780,42530,51170,62530,91700,
403,FL,2710,"Fort Pierce-Port St. Lucie, FL MSA",15-1081,Network systems and data communications analysts,,100,30.5,28.33,58930,3.8,17.84,21.41,26.87,34.09,41.83,37120,44540,55890,70900,87010,
404,FL,2710,"Fort Pierce-Port St. Lucie, FL MSA",15-2031,Operations research analysts,,50,38.4,23.28,48410,7.0,15.05,18.56,22.64,25.97,35.44,31310,38600,47100,54020,73710,
405,FL,2710,"Fort Pierce-Port St. Lucie, FL MSA",19-3021,Market research analysts,,40,18.4,24.77,51510,10.2,11.35,15.06,21.23,28.92,41.62,23610,31330,44160,60160,86580,
406,FL,2750,"Fort Walton Beach, FL MSA",13-1111,Management analysts,,390,18.4,34.85,72480,7.2,19.03,22.73,30.09,41.23,54.45,39590,47280,62590,85750,113260,
407,FL,2750,"Fort Walton Beach, FL MSA",13-2031,Budget analysts,,110,2.4,24.73,51430,2.1,17.86,19.95,23.86,28.71,33.45,37160,41490,49640,59710,69580,
408,FL,2750,"Fort Walton Beach, FL MSA",15-1051,Computer systems analysts,,250,10.0,26.41,54930,2.6,17.38,21.42,25.99,31.35,36.42,36150,44550,54070,65200,75740,
409,FL,2750,"Fort Walton Beach, FL MSA",15-1081,Network systems and data communications analysts,,70,17.7,23.09,48030,4.2,14.46,17.54,21.82,28.39,34.94,30080,36490,45380,59050,72670,
410,FL,2750,"Fort Walton Beach, FL MSA",15-2031,Operations research analysts,,110,37.1,34.03,70790,2.4,19.01,28.22,35.94,41.62,46.64,39540,58710,74750,86570,97000,
411,FL,2900,"Gainesville, FL MSA",13-1111,Management analysts,,310,19.1,36.79,76510,12.2,18.45,22.96,27.66,44.72,67.08,38380,47750,57540,93030,139540,
412,FL,2900,"Gainesville, FL MSA",13-2031,Budget analysts,,30,5.0,24.75,51480,2.4,18.05,20.87,24.32,28.39,33.49,37550,43410,50590,59040,69660,
413,FL,2900,"Gainesville, FL MSA",13-2051,Financial analysts,,30,13.9,28.27,58810,3.6,16.99,20.97,26.39,33.95,46.50,35350,43620,54890,70620,96730,
414,FL,2900,"Gainesville, FL MSA",15-1051,Computer systems analysts,,360,28.7,26.0,54070,3.6,15.29,19.81,25.81,32.18,37.82,31790,41200,53680,66940,78670,
415,FL,2900,"Gainesville, FL MSA",15-1081,Network systems and data communications analysts,,130,24.3,20.33,42290,6.9,12.83,14.77,18.14,21.66,30.30,26690,30730,37720,45050,63020,
416,FL,2900,"Gainesville, FL MSA",15-2031,Operations research analysts,,50,0.0,24.49,50950,1.4,15.4,18.35,22.88,31.61,35.83,32030,38160,47590,65740,74520,
417,FL,2900,"Gainesville, FL MSA",19-3021,Market research analysts,,40,18.9,26.28,54660,6.3,14.26,17.97,24.90,33.40,42.07,29670,37370,51790,69470,87510,
418,FL,3600,"Jacksonville, FL MSA",13-1111,Management analysts,,3180,10.1,37.43,77850,7.0,18.38,22.86,29.05,40.43,#,38230,47550,60430,84090,#,
419,FL,3600,"Jacksonville, FL MSA",13-2031,Budget analysts,,250,12.8,25.09,52190,2.1,17.57,20.22,24.16,28.76,35.77,36540,42050,50250,59810,74400,
420,FL,3600,"Jacksonville, FL MSA",13-2041,Credit analysts,,270,14.7,27.81,57840,4.0,16.3,19.15,24.34,35.77,45.48,33900,39830,50630,74400,94610,
421,FL,3600,"Jacksonville, FL MSA",13-2051,Financial analysts,,620,19.3,32.94,68520,3.8,17.04,20.28,28.06,37.52,53.42,35440,42190,58360,78040,111120,
422,FL,3600,"Jacksonville, FL MSA",15-1051,Computer systems analysts,,2220,8.6,31.0,64480,2.5,19.15,23.9,29.92,38.50,45.02,39830,49700,62240,80080,93630,
423,FL,3600,"Jacksonville, FL MSA",15-1081,Network systems and data communications analysts,,910,27.3,32.35,67280,6.9,16.86,23.31,32.58,40.84,46.50,35060,48480,67760,84950,96720,
424,FL,3600,"Jacksonville, FL MSA",15-2031,Operations research analysts,,370,16.7,22.46,46710,2.5,14.84,17.12,20.82,26.16,33.29,30860,35610,43300,54420,69240,
425,FL,3600,"Jacksonville, FL MSA",19-3021,Market research analysts,,650,43.7,24.82,51620,2.0,14.73,19.01,23.43,30.31,39.16,30640,39540,48740,63050,81450,
426,FL,3600,"Jacksonville, FL MSA",27-3020,"News analysts, reporters and correspondents",,140,36.9,26.26,54620,24.3,8.98,12.62,17.30,29.58,51.73,18670,26260,35980,61530,107590,
427,FL,3980,"Lakeland-Winter Haven, FL MSA",13-1111,Management analysts,,**,**,31.86,66270,6.6,17.94,22.0,26.27,33.72,48.94,37320,45760,54640,70130,101790,
428,FL,3980,"Lakeland-Winter Haven, FL MSA",13-2031,Budget analysts,,60,11.7,22.32,46420,2.5,15.34,18.03,21.65,26.26,30.28,31910,37500,45020,54630,62980,
429,FL,3980,"Lakeland-Winter Haven, FL MSA",13-2041,Credit analysts,,80,34.1,33.22,69110,12.1,13.69,18.8,23.71,41.37,64.09,28480,39110,49320,86050,133300,
430,FL,3980,"Lakeland-Winter Haven, FL MSA",15-1051,Computer systems analysts,,250,26.9,27.74,57690,3.6,17.36,21.53,26.90,33.71,40.82,36110,44780,55940,70120,84910,
431,FL,3980,"Lakeland-Winter Haven, FL MSA",15-1081,Network systems and data communications analysts,,**,**,29.67,61720,2.8,18.59,23.97,29.30,34.55,41.86,38670,49850,60940,71860,87080,
432,FL,3980,"Lakeland-Winter Haven, FL MSA",15-2031,Operations research analysts,,60,19.8,25.43,52900,3.2,16.09,20.15,24.82,29.90,34.37,33470,41900,51630,62190,71480,
433,FL,4900,"Melbourne-Titusville-Palm Bay, FL MSA",13-1111,Management analysts,,1010,15.1,35.73,74310,4.4,19.26,23.02,30.55,47.33,60.56,40050,47880,63540,98450,125970,
434,FL,4900,"Melbourne-Titusville-Palm Bay, FL MSA",13-2031,Budget analysts,,**,**,24.71,51390,2.0,17.1,19.84,23.99,28.47,33.90,35560,41270,49900,59220,70510,
435,FL,4900,"Melbourne-Titusville-Palm Bay, FL MSA",13-2041,Credit analysts,,60,41.2,19.22,39980,8.0,11.35,13.79,18.75,24.09,28.90,23600,28670,39010,50110,60100,
436,FL,4900,"Melbourne-Titusville-Palm Bay, FL MSA",13-2051,Financial analysts,,180,11.6,26.65,55430,4.0,18.39,20.28,24.65,31.76,39.09,38250,42180,51260,66060,81300,
437,FL,4900,"Melbourne-Titusville-Palm Bay, FL MSA",15-1051,Computer systems analysts,,1020,25.5,25.94,53950,1.9,15.77,19.78,24.98,31.37,38.82,32800,41140,51960,65250,80750,
438,FL,4900,"Melbourne-Titusville-Palm Bay, FL MSA",15-1081,Network systems and data communications analysts,,**,**,27.66,57540,3.0,17.75,20.93,26.98,32.58,40.00,36910,43530,56110,67780,83210,
439,FL,4900,"Melbourne-Titusville-Palm Bay, FL MSA",15-2031,Operations research analysts,,160,48.9,25.87,53800,5.2,15.0,18.55,24.98,31.61,39.86,31210,38590,51960,65740,82900,
440,FL,4900,"Melbourne-Titusville-Palm Bay, FL MSA",19-3021,Market research analysts,,**,**,29.61,61590,6.7,13.79,16.49,29.28,39.70,49.44,28680,34290,60910,82580,102830,
441,FL,5000,"Miami, FL PMSA",13-1111,Management analysts,,3520,15.2,41.43,86180,14.7,15.55,21.39,27.65,54.01,#,32350,44490,57500,112350,#,
442,FL,5000,"Miami, FL PMSA",13-2031,Budget analysts,,410,22.4,27.29,56750,2.1,18.63,21.86,26.30,32.06,37.27,38750,45470,54710,66690,77530,
443,FL,5000,"Miami, FL PMSA",13-2041,Credit analysts,,590,13.8,27.22,56620,6.9,14.89,18.62,24.46,30.73,46.21,30970,38720,50880,63920,96120,
444,FL,5000,"Miami, FL PMSA",13-2051,Financial analysts,,1250,14.7,26.41,54920,4.1,15.71,18.86,23.31,31.66,40.11,32670,39230,48490,65840,83440,
445,FL,5000,"Miami, FL PMSA",15-1051,Computer systems analysts,,3890,15.0,27.86,57950,2.4,17.55,21.09,28.26,33.60,39.91,36510,43870,58780,69890,83010,
446,FL,5000,"Miami, FL PMSA",15-1081,Network systems and data communications analysts,,1170,12.0,27.79,57800,2.8,15.74,19.47,25.33,35.31,44.38,32730,40500,52680,73450,92320,
447,FL,5000,"Miami, FL PMSA",15-2031,Operations research analysts,,700,9.1,26.84,55820,4.8,15.13,20.04,26.84,33.65,40.19,31480,41690,55820,70000,83600,
448,FL,5000,"Miami, FL PMSA",19-3021,Market research analysts,,820,16.1,26.09,54270,4.6,14.54,16.83,22.98,33.92,41.94,30240,35020,47790,70560,87240,
449,FL,5000,"Miami, FL PMSA",27-3020,"News analysts, reporters and correspondents",,670,15.4,28.93,60180,8.5,9.36,16.04,24.39,36.03,51.08,19480,33360,50720,74930,106240,
450,FL,5345,"Naples, FL MSA",13-1111,Management analysts,,240,12.1,38.39,79860,9.6,16.82,21.61,28.74,44.16,#,34980,44950,59780,91860,#,
451,FL,5345,"Naples, FL MSA",13-2051,Financial analysts,,40,23.2,43.86,91220,17.0,15.46,19.19,37.07,57.89,#,32150,39910,77110,120410,#,
452,FL,5345,"Naples, FL MSA",15-1051,Computer systems analysts,,130,16.1,26.4,54920,3.1,17.2,21.67,25.80,30.36,37.64,35780,45070,53670,63150,78290,
453,FL,5345,"Naples, FL MSA",15-1081,Network systems and data communications analysts,,100,22.3,25.86,53790,4.0,17.19,19.97,24.45,31.35,37.63,35760,41550,50860,65210,78270,
454,FL,5345,"Naples, FL MSA",15-2031,Operations research analysts,,40,25.0,28.47,59210,17.5,13.76,16.03,21.79,28.05,35.23,28630,33340,45330,58330,73290,
455,FL,5345,"Naples, FL MSA",19-3021,Market research analysts,,50,30.3,28.92,60160,8.2,15.32,18.72,25.03,38.87,50.31,31860,38940,52070,80850,104650,
456,FL,5790,"Ocala, FL MSA",13-1111,Management analysts,,70,21.7,37.25,77470,11.7,14.95,17.49,24.86,39.00,#,31090,36370,51710,81120,#,
457,FL,5790,"Ocala, FL MSA",13-2051,Financial analysts,,40,31.7,48.36,100580,18.5,24.08,26.54,32.84,66.28,#,50090,55210,68300,137860,#,
458,FL,5790,"Ocala, FL MSA",15-1051,Computer systems analysts,,70,17.8,20.55,42740,4.4,13.61,16.25,19.88,24.54,29.91,28320,33800,41360,51030,62210,
459,FL,5790,"Ocala, FL MSA",15-1081,Network systems and data communications analysts,,60,19.0,20.69,43030,5.1,13.87,15.57,18.94,24.83,31.37,28850,32380,39390,51640,65240,
460,FL,5790,"Ocala, FL MSA",19-3021,Market research analysts,,40,34.6,31.05,64580,14.1,10.47,17.53,26.11,38.85,47.39,21770,36470,54310,80820,98570,
461,FL,5960,"Orlando, FL MSA",13-1111,Management analysts,,4680,23.6,43.7,90890,7.5,18.24,24.39,45.81,57.22,68.72,37930,50740,95290,119020,142930,
462,FL,5960,"Orlando, FL MSA",13-2031,Budget analysts,,390,13.4,23.17,48180,2.7,15.01,17.77,22.21,27.94,33.72,31230,36960,46200,58120,70140,
463,FL,5960,"Orlando, FL MSA",13-2041,Credit analysts,,300,31.3,24.84,51660,6.6,15.05,19.09,21.98,26.68,34.58,31290,39700,45720,55490,71930,
464,FL,5960,"Orlando, FL MSA",13-2051,Financial analysts,,750,8.7,27.85,57920,2.4,18.31,21.29,25.88,31.81,42.26,38090,44290,53830,66160,87890,
465,FL,5960,"Orlando, FL MSA",15-1051,Computer systems analysts,,2970,8.1,29.94,62270,2.1,18.42,22.77,29.35,35.78,42.89,38310,47360,61040,74410,89220,
466,FL,5960,"Orlando, FL MSA",15-1081,Network systems and data communications analysts,,1050,6.8,27.2,56580,2.6,16.16,19.85,25.00,32.20,43.01,33620,41280,51990,66970,89450,
467,FL,5960,"Orlando, FL MSA",15-2031,Operations research analysts,,670,19.4,26.35,54820,5.0,16.03,19.84,24.42,29.75,41.39,33340,41270,50790,61880,86100,
468,FL,5960,"Orlando, FL MSA",19-3021,Market research analysts,,750,21.0,23.24,48330,4.0,12.05,14.89,21.13,28.42,39.25,25070,30980,43950,59120,81650,
469,FL,5960,"Orlando, FL MSA",27-3020,"News analysts, reporters and correspondents",,310,11.3,26.29,54680,9.4,12.42,16.91,24.29,28.45,40.44,25830,35180,50520,59180,84120,
470,FL,6015,"Panama City, FL MSA",13-1111,Management analysts,,110,22.2,31.5,65530,8.0,19.58,23.38,28.09,34.12,58.74,40720,48630,58430,70970,122180,
471,FL,6015,"Panama City, FL MSA",13-2031,Budget analysts,,30,3.7,23.77,49440,3.6,16.27,20.08,23.74,26.84,33.14,33830,41760,49380,55820,68930,
472,FL,6015,"Panama City, FL MSA",13-2051,Financial analysts,,50,44.2,22.69,47200,5.9,16.44,18.48,20.38,22.24,35.77,34190,38440,42390,46260,74410,
473,FL,6015,"Panama City, FL MSA",15-1051,Computer systems analysts,,70,14.5,26.75,55650,6.4,16.18,20.05,25.92,32.85,39.72,33650,41710,53900,68330,82630,
474,FL,6015,"Panama City, FL MSA",15-1081,Network systems and data communications analysts,,80,13.2,24.45,50860,9.6,17.19,18.99,21.23,27.20,40.79,35760,39510,44160,56580,84850,
475,FL,6015,"Panama City, FL MSA",15-2031,Operations research analysts,,60,0.0,29.18,60690,1.8,16.2,22.04,28.84,37.24,41.84,33700,45840,59990,77450,87030,
476,FL,6080,"Pensacola, FL MSA",13-1111,Management analysts,,450,10.5,33.91,70530,9.4,16.44,19.65,25.52,34.77,#,34200,40880,53080,72310,#,
477,FL,6080,"Pensacola, FL MSA",13-2031,Budget analysts,,100,7.4,25.9,53870,3.1,18.7,21.49,25.34,29.88,33.83,38900,44690,52700,62160,70360,
478,FL,6080,"Pensacola, FL MSA",13-2041,Credit analysts,,60,28.1,22.04,45840,3.8,12.92,14.47,19.95,29.71,33.70,26880,30100,41490,61800,70090,
479,FL,6080,"Pensacola, FL MSA",13-2051,Financial analysts,,60,29.3,27.7,57620,5.2,18.91,21.89,27.96,32.58,35.34,39320,45530,58150,67770,73520,
480,FL,6080,"Pensacola, FL MSA",15-1051,Computer systems analysts,,800,10.1,27.7,57610,5.6,17.39,22.15,27.61,33.74,39.65,36170,46080,57420,70180,82470,
481,FL,6080,"Pensacola, FL MSA",15-1081,Network systems and data communications analysts,,290,28.4,27.28,56750,7.4,16.08,19.84,24.40,28.05,50.34,33450,41270,50740,58340,104720,
482,FL,6080,"Pensacola, FL MSA",15-2031,Operations research analysts,,**,**,22.04,45850,6.6,14.63,17.39,20.31,24.84,32.84,30440,36170,42240,51670,68300,
483,FL,6080,"Pensacola, FL MSA",19-3021,Market research analysts,,60,10.8,28.97,60260,5.2,18.42,21.9,29.93,35.46,41.39,38310,45550,62250,73760,86100,
484,FL,6080,"Pensacola, FL MSA",27-3020,"News analysts, reporters and correspondents",,**,**,23.67,49230,5.6,13.64,17.48,23.75,28.92,33.90,28380,36360,49390,60160,70510,
485,FL,6580,"Punta Gorda, FL MSA",13-1111,Management analysts,,80,33.3,66.34,138000,11.4,22.41,33.91,57.16,#,#,46610,70530,118890,#,#,
486,FL,7510,"Sarasota-Bradenton, FL MSA",13-1111,Management analysts,,610,22.5,44.42,92390,9.8,21.56,26.19,39.33,51.34,#,44850,54470,81800,106790,#,
487,FL,7510,"Sarasota-Bradenton, FL MSA",13-2031,Budget analysts,,80,5.3,24.18,50300,2.7,17.49,19.88,23.35,27.34,34.33,36390,41350,48570,56870,71400,
488,FL,7510,"Sarasota-Bradenton, FL MSA",13-2041,Credit analysts,,80,22.4,33.98,70670,8.3,17.67,20.66,27.08,45.67,57.30,36750,42970,56320,95000,119180,
489,FL,7510,"Sarasota-Bradenton, FL MSA",13-2051,Financial analysts,,190,23.1,28.18,58600,4.9,17.11,19.96,23.46,33.29,42.25,35580,41520,48790,69230,87870,
490,FL,7510,"Sarasota-Bradenton, FL MSA",15-1051,Computer systems analysts,,260,33.1,25.45,52930,1.5,18.21,21.19,25.59,30.27,33.53,37870,44070,53230,62970,69740,
491,FL,7510,"Sarasota-Bradenton, FL MSA",15-1081,Network systems and data communications analysts,,330,16.0,22.74,47290,2.8,15.42,18.75,22.63,26.12,30.08,32060,39000,47080,54340,62570,
492,FL,7510,"Sarasota-Bradenton, FL MSA",15-2031,Operations research analysts,,60,24.9,23.78,49460,2.1,15.82,18.4,22.58,26.99,34.03,32910,38280,46960,56140,70780,
493,FL,7510,"Sarasota-Bradenton, FL MSA",19-3021,Market research analysts,,70,37.1,26.01,54100,2.5,16.86,21.41,25.67,30.87,35.05,35060,44530,53400,64210,72910,
494,FL,7510,"Sarasota-Bradenton, FL MSA",27-3020,"News analysts, reporters and correspondents",,180,31.8,14.8,30780,2.0,8.98,11.01,14.57,17.12,22.81,18690,22890,30300,35600,47440,
495,FL,8240,"Tallahassee, FL MSA",13-1111,Management analysts,,3630,2.1,24.24,50420,6.0,15.64,18.43,21.77,27.04,33.96,32530,38330,45280,56240,70640,
496,FL,8240,"Tallahassee, FL MSA",13-2031,Budget analysts,,60,5.6,22.37,46530,1.7,15.17,18.11,21.26,25.83,32.66,31550,37660,44230,53730,67930,
497,FL,8240,"Tallahassee, FL MSA",13-2051,Financial analysts,,160,9.9,22.27,46330,12.7,13.47,15.53,18.81,25.04,31.63,28010,32300,39130,52080,65790,
498,FL,8240,"Tallahassee, FL MSA",15-1051,Computer systems analysts,,710,5.7,20.69,43040,3.6,14.6,16.26,19.37,23.78,30.08,30380,33820,40300,49470,62570,
499,FL,8240,"Tallahassee, FL MSA",15-1081,Network systems and data communications analysts,,720,3.8,22.64,47080,7.2,16.03,18.16,20.41,24.98,33.83,33350,37780,42460,51960,70370,
500,FL,8240,"Tallahassee, FL MSA",15-2031,Operations research analysts,,280,4.4,21.07,43820,3.1,14.28,17.43,20.03,24.03,30.22,29710,36250,41670,49980,62870,
501,FL,8240,"Tallahassee, FL MSA",19-3021,Market research analysts,,50,18.1,22.96,47760,9.5,12.14,14.2,19.58,27.56,44.04,25240,29530,40720,57330,91610,
502,FL,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",13-1111,Management analysts,,3340,17.1,33.55,69780,5.6,17.84,22.21,30.41,38.41,57.23,37100,46200,63240,79880,119040,
503,FL,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",13-2031,Budget analysts,,330,10.1,25.07,52150,2.4,16.35,19.88,24.79,29.80,35.29,34010,41350,51550,61980,73410,
504,FL,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",13-2041,Credit analysts,,950,37.1,27.85,57940,8.1,15.14,17.02,21.79,32.68,46.51,31480,35410,45320,67980,96740,
505,FL,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",13-2051,Financial analysts,,1040,13.5,32.77,68170,10.7,15.55,19.63,27.52,36.99,53.09,32350,40830,57250,76940,110420,
506,FL,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",15-1051,Computer systems analysts,,3480,6.4,29.23,60790,3.1,17.04,20.82,27.50,35.28,44.02,35450,43310,57190,73370,91560,
507,FL,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",15-1081,Network systems and data communications analysts,,1500,12.5,27.08,56320,2.4,16.96,20.03,25.74,32.85,40.19,35280,41660,53530,68320,83600,
508,FL,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",15-2031,Operations research analysts,,850,18.4,29.7,61770,6.3,15.26,19.39,27.13,34.37,53.53,31740,40330,56430,71500,111330,
509,FL,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",19-3021,Market research analysts,,790,12.9,26.97,56100,3.6,14.44,17.68,23.51,33.97,47.86,30040,36780,48900,70650,99540,
510,FL,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",27-3020,"News analysts, reporters and correspondents",,410,43.4,20.18,41980,11.2,6.9,10.94,17.85,25.07,32.41,14340,22750,37130,52140,67410,
511,FL,8960,"West Palm Beach-Boca Raton, FL MSA",13-1111,Management analysts,,2180,23.9,49.12,102160,10.4,20.37,26.92,41.91,65.93,#,42380,55990,87170,137140,#,
512,FL,8960,"West Palm Beach-Boca Raton, FL MSA",13-2031,Budget analysts,,200,14.3,26.66,55440,4.3,17.0,19.92,23.86,32.55,41.26,35350,41430,49630,67700,85830,
513,FL,8960,"West Palm Beach-Boca Raton, FL MSA",13-2041,Credit analysts,,370,26.8,25.02,52040,5.8,16.0,18.61,21.92,28.51,39.74,33280,38710,45600,59300,82670,
514,FL,8960,"West Palm Beach-Boca Raton, FL MSA",13-2051,Financial analysts,,590,21.5,35.82,74500,5.4,18.85,22.12,27.99,40.73,60.64,39210,46000,58220,84720,126130,
